epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,458.161,1.48625,0.94543,1.25431,0.43165,0.38626,0.33944,0.14091,2.17861,1.74878,1.78922,0.000850906,0.000850906,0.000850906
131,461.502,1.50196,0.96171,1.25303,0.4944,0.43144,0.37349,0.14867,2.15034,1.65594,1.78283,0.000847813,0.000847813,0.000847813
132,465.025,1.46054,0.93139,1.23788,0.52165,0.36788,0.35723,0.13573,2.18349,1.68956,1.80275,0.000844719,0.000844719,0.000844719
133,468.715,1.47729,0.93916,1.24165,0.4212,0.36376,0.30726,0.10978,2.21713,1.74673,1.82224,0.000841625,0.000841625,0.000841625
134,472.044,1.47832,0.94601,1.23863,0.48867,0.40332,0.38191,0.14692,2.15894,1.57967,1.76294,0.000838531,0.000838531,0.000838531
135,475.549,1.51391,0.94899,1.24919,0.45874,0.34246,0.30679,0.12722,2.22095,1.64478,1.79545,0.000835438,0.000835438,0.000835438
136,478.94,1.45311,0.91899,1.2426,0.44815,0.37527,0.33104,0.13176,2.1872,1.58483,1.77664,0.000832344,0.000832344,0.000832344
137,482.388,1.44487,0.92772,1.21884,0.45977,0.39192,0.36381,0.14462,2.17769,1.55646,1.7738,0.00082925,0.00082925,0.00082925
138,485.795,1.45576,0.92232,1.22707,0.46511,0.35982,0.34191,0.13736,2.22565,1.61598,1.79856,0.000826156,0.000826156,0.000826156
139,489.185,1.49399,0.9334,1.24274,0.44253,0.37107,0.33944,0.12421,2.21717,1.63898,1.8121,0.000823063,0.000823063,0.000823063
140,492.707,1.47046,0.92789,1.23243,0.35575,0.42504,0.31732,0.12191,2.19573,1.60231,1.78856,0.000819969,0.000819969,0.000819969
141,496,1.44435,0.92452,1.22166,0.47492,0.38327,0.34093,0.12801,2.18137,1.61285,1.78289,0.000816875,0.000816875,0.000816875
142,499.504,1.48641,0.95211,1.24061,0.531,0.39051,0.35057,0.12759,2.19954,1.55307,1.81159,0.000813781,0.000813781,0.000813781
143,502.942,1.4861,0.93517,1.25369,0.42662,0.37684,0.34946,0.12515,2.18062,1.57466,1.74308,0.000810688,0.000810688,0.000810688
144,506.56,1.45787,0.92917,1.22931,0.44146,0.35979,0.34376,0.12716,2.22312,1.6071,1.7947,0.000807594,0.000807594,0.000807594
145,509.945,1.46222,0.9222,1.23683,0.48461,0.39552,0.37577,0.13575,2.17585,1.58019,1.78595,0.0008045,0.0008045,0.0008045
146,513.408,1.46113,0.91307,1.2161,0.47068,0.34788,0.32552,0.11987,2.17014,1.55925,1.7862,0.000801406,0.000801406,0.000801406
147,516.89,1.44591,0.90897,1.20324,0.35771,0.33958,0.30754,0.11354,2.25756,1.68112,1.83972,0.000798313,0.000798313,0.000798313
148,520.35,1.45226,0.89823,1.2153,0.46143,0.29699,0.29016,0.11211,2.26243,1.76392,1.84277,0.000795219,0.000795219,0.000795219
149,523.732,1.423,0.89266,1.20947,0.37265,0.28792,0.33746,0.13068,2.22101,1.67212,1.82501,0.000792125,0.000792125,0.000792125
150,527.18,1.42523,0.88264,1.21503,0.36457,0.35637,0.32105,0.12144,2.24281,1.65301,1.85015,0.000789031,0.000789031,0.000789031
151,530.631,1.40582,0.88221,1.21799,0.43988,0.38559,0.3313,0.13346,2.24476,1.63513,1.8425,0.000785938,0.000785938,0.000785938
152,534.075,1.42644,0.89901,1.21801,0.3945,0.41439,0.35681,0.14219,2.19995,1.63581,1.81651,0.000782844,0.000782844,0.000782844
153,537.344,1.40689,0.87756,1.2029,0.42747,0.39602,0.36691,0.14612,2.20091,1.61508,1.8379,0.00077975,0.00077975,0.00077975
154,541.124,1.38927,0.86772,1.1998,0.45457,0.36947,0.34316,0.12512,2.23164,1.64332,1.85594,0.000776656,0.000776656,0.000776656
155,544.576,1.3936,0.87295,1.19345,0.4284,0.42144,0.33237,0.13,2.17324,1.66515,1.79151,0.000773563,0.000773563,0.000773563
156,547.946,1.38101,0.85789,1.18361,0.52906,0.32377,0.34469,0.14163,2.26119,1.70126,1.85903,0.000770469,0.000770469,0.000770469
157,551.358,1.38372,0.86735,1.19667,0.47674,0.36259,0.35675,0.14664,2.19234,1.65745,1.81701,0.000767375,0.000767375,0.000767375
158,554.806,1.41115,0.8711,1.19901,0.44156,0.43078,0.38561,0.15166,2.21697,1.56145,1.83142,0.000764281,0.000764281,0.000764281
159,558.13,1.42044,0.86633,1.19453,0.46134,0.39092,0.36296,0.14449,2.20395,1.57632,1.78942,0.000761188,0.000761188,0.000761188
160,561.76,1.41529,0.86794,1.18995,0.43209,0.35702,0.30442,0.12274,2.23512,1.61897,1.81016,0.000758094,0.000758094,0.000758094
161,565.294,1.40137,0.86578,1.17898,0.4986,0.31715,0.33245,0.13111,2.24799,1.60955,1.82872,0.000755,0.000755,0.000755
162,568.575,1.37028,0.82931,1.18208,0.57332,0.32002,0.33469,0.12927,2.27234,1.65376,1.86737,0.000751906,0.000751906,0.000751906
163,572.291,1.38449,0.84892,1.17552,0.4537,0.33749,0.31599,0.11756,2.3135,1.69313,1.87383,0.000748813,0.000748813,0.000748813
164,575.795,1.3578,0.84639,1.16999,0.49646,0.36657,0.35256,0.13619,2.28447,1.63746,1.82751,0.000745719,0.000745719,0.000745719
165,579.139,1.33557,0.84097,1.17514,0.49319,0.37398,0.35893,0.14188,2.2348,1.60385,1.78665,0.000742625,0.000742625,0.000742625
166,582.691,1.36182,0.8277,1.17295,0.56514,0.37967,0.38101,0.14735,2.17979,1.5489,1.76278,0.000739531,0.000739531,0.000739531
167,586.11,1.37629,0.85377,1.18256,0.49547,0.40909,0.37423,0.14004,2.21212,1.59513,1.80756,0.000736438,0.000736438,0.000736438
168,589.603,1.38006,0.848,1.18084,0.5136,0.36273,0.34266,0.12405,2.26469,1.60694,1.84802,0.000733344,0.000733344,0.000733344
