epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,521.072,1.46096,0.94008,1.22648,0.35835,0.2721,0.28787,0.12021,2.18573,1.66595,1.76801,0.000819969,0.000819969,0.000819969
141,524.743,1.46305,0.94581,1.22989,0.41909,0.32605,0.32623,0.12898,2.15575,1.56394,1.75368,0.000816875,0.000816875,0.000816875
142,528.354,1.47413,0.94757,1.23171,0.38292,0.40539,0.32963,0.13103,2.17924,1.51661,1.77742,0.000813781,0.000813781,0.000813781
143,532.137,1.49448,0.94826,1.25009,0.36118,0.38827,0.32199,0.13174,2.14408,1.53024,1.70463,0.000810688,0.000810688,0.000810688
144,535.914,1.47687,0.9331,1.23091,0.43567,0.33771,0.31336,0.11732,2.14229,1.55623,1.74497,0.000807594,0.000807594,0.000807594
145,539.504,1.4688,0.94211,1.23827,0.33862,0.43401,0.30399,0.11426,2.14069,1.58298,1.753,0.0008045,0.0008045,0.0008045
146,543.32,1.4696,0.92317,1.2185,0.39554,0.31038,0.28618,0.11522,2.20999,1.58735,1.76132,0.000801406,0.000801406,0.000801406
147,546.966,1.45149,0.9116,1.20488,0.41342,0.31915,0.29183,0.1142,2.25738,1.68957,1.82265,0.000798313,0.000798313,0.000798313
148,550.624,1.46278,0.92217,1.21646,0.40719,0.30777,0.27948,0.10882,2.27059,1.92239,1.84936,0.000795219,0.000795219,0.000795219
149,554.188,1.42022,0.89676,1.20728,0.47586,0.3328,0.29841,0.1248,2.2334,1.7402,1.82366,0.000792125,0.000792125,0.000792125
150,557.719,1.41952,0.88542,1.20651,0.46882,0.3232,0.30851,0.11691,2.20802,1.61837,1.78909,0.000789031,0.000789031,0.000789031
151,561.438,1.41976,0.90567,1.21632,0.43928,0.36697,0.32839,0.13031,2.23652,1.58366,1.83398,0.000785938,0.000785938,0.000785938
152,565.133,1.43802,0.90455,1.21708,0.43031,0.3105,0.30991,0.11755,2.17857,1.5933,1.77485,0.000782844,0.000782844,0.000782844
153,568.84,1.42155,0.89358,1.20729,0.47824,0.33755,0.31053,0.12644,2.18954,1.58922,1.79434,0.00077975,0.00077975,0.00077975
154,572.684,1.40959,0.88679,1.20563,0.46031,0.43016,0.36736,0.13566,2.16825,1.51784,1.76523,0.000776656,0.000776656,0.000776656
155,576.411,1.41048,0.89161,1.19592,0.42136,0.3563,0.31844,0.12753,2.19287,1.53025,1.80539,0.000773563,0.000773563,0.000773563
156,579.96,1.403,0.87765,1.19257,0.45843,0.2803,0.29712,0.11711,2.1857,1.59141,1.78396,0.000770469,0.000770469,0.000770469
157,583.735,1.39851,0.87299,1.20245,0.44245,0.29893,0.32114,0.13046,2.1635,1.54628,1.77495,0.000767375,0.000767375,0.000767375
158,587.475,1.42706,0.8905,1.19726,0.41847,0.35001,0.34585,0.14011,2.19664,1.58971,1.77045,0.000764281,0.000764281,0.000764281
159,591.05,1.43321,0.87969,1.19408,0.38453,0.32522,0.28741,0.11768,2.3174,1.6558,1.84258,0.000761188,0.000761188,0.000761188
160,594.665,1.42156,0.88282,1.18739,0.42446,0.31897,0.28362,0.11382,2.2976,1.67805,1.85363,0.000758094,0.000758094,0.000758094
161,598.546,1.41534,0.87872,1.18492,0.35244,0.34033,0.31153,0.12783,2.19608,1.55666,1.79668,0.000755,0.000755,0.000755
162,602.084,1.37837,0.84755,1.17625,0.37328,0.40316,0.34173,0.1324,2.25449,1.59911,1.84262,0.000751906,0.000751906,0.000751906
163,605.849,1.40223,0.85936,1.17787,0.37684,0.38277,0.32455,0.13513,2.1824,1.59151,1.77619,0.000748813,0.000748813,0.000748813
164,609.599,1.37369,0.84702,1.16927,0.39909,0.36077,0.33031,0.13836,2.17506,1.55845,1.75086,0.000745719,0.000745719,0.000745719
165,613.209,1.35446,0.84765,1.18151,0.42341,0.33148,0.32849,0.13401,2.19709,1.59846,1.75376,0.000742625,0.000742625,0.000742625
166,616.974,1.36917,0.84629,1.17408,0.45478,0.34266,0.32594,0.13685,2.21267,1.61768,1.79038,0.000739531,0.000739531,0.000739531
167,620.658,1.37312,0.84914,1.17345,0.45282,0.36371,0.35218,0.14615,2.25434,1.54329,1.84898,0.000736438,0.000736438,0.000736438
168,624.384,1.40067,0.85741,1.18004,0.40524,0.38167,0.32066,0.13663,2.27309,1.52511,1.8417,0.000733344,0.000733344,0.000733344
169,628.002,1.35748,0.83786,1.16858,0.53253,0.28409,0.29353,0.12194,2.30348,1.649,1.84862,0.00073025,0.00073025,0.00073025
170,631.683,1.37226,0.84634,1.17647,0.44298,0.3488,0.34892,0.13898,2.22685,1.63333,1.77459,0.000727156,0.000727156,0.000727156
171,635.352,1.37616,0.85253,1.19162,0.43689,0.28153,0.30945,0.12327,2.21463,1.59189,1.78883,0.000724062,0.000724062,0.000724062
172,638.995,1.40006,0.8469,1.18333,0.47174,0.29561,0.31014,0.12245,2.22332,1.62215,1.82421,0.000720969,0.000720969,0.000720969
173,642.608,1.40945,0.85165,1.1864,0.45774,0.32249,0.31635,0.12263,2.24142,1.63464,1.81712,0.000717875,0.000717875,0.000717875
174,646.351,1.36417,0.84136,1.16959,0.41573,0.3283,0.31808,0.12632,2.20265,1.55505,1.79258,0.000714781,0.000714781,0.000714781
175,649.828,1.36084,0.85602,1.16321,0.43798,0.32315,0.31668,0.12533,2.18195,1.56443,1.77218,0.000711687,0.000711687,0.000711687
176,653.448,1.35278,0.83461,1.16159,0.41438,0.30978,0.30209,0.12186,2.21491,1.57771,1.81518,0.000708594,0.000708594,0.000708594
177,656.976,1.36271,0.82966,1.17642,0.46271,0.29819,0.294,0.1187,2.26617,1.63101,1.84724,0.0007055,0.0007055,0.0007055
178,660.652,1.35136,0.82661,1.16,0.3851,0.39582,0.33567,0.14172,2.22491,1.54017,1.82451,0.000702406,0.000702406,0.000702406
